プラント	指図タイプ	MRP管理者	指図番号	作業/活動番号	確認番号	テキスト（短）	作業区	管理キー	品目コード	品目テキスト	予定数	工程実績	工数実績	計画終了日	WBS要素	受注伝票番号	受注明細番号
P100	ZPS2	C51	40161549	1030	0014950053	検査大型手直し(自責)	C0971	NN	A00A2092000	SCA4W7-55/45-4550/1KP予備	1			20250725	G-0337162-10	 	 
P100	ZPS2	C51	40161549	1040	0014950054	検査大型手直し(他責)	C0981	NN	A00A2092000	SCA4W7-55/45-4550/1KP予備	1			20250725	G-0337162-10	 	 
P100	ZPS2	CG1	40161609	0010	0014955425	メイン部品払出	CW010	NN	A00A2071300	陽極分岐盤1	1	1		20250926	M-0337463-30	 	 
P100	ZPS2	CG1	40161609	0020	0014955426	部品仕分け	C0931	NN	A00A2071300	陽極分岐盤1	1			20250926	M-0337463-30	 	 
P100	ZPS2	CG1	40161609	0030	0014955427	外注加工	C0911	MNG	A00A2071300	陽極分岐盤1	1			20250926	M-0337463-30	 	 
P100	ZPS2	CG1	40161609	0040	0014955428	製品検査	C0951	NN	A00A2071300	陽極分岐盤1	1			20250926	M-0337463-30	 	 
P100	ZPS2	CG1	40161609	0050	0014955429	製品仕上げ	C0914	NN	A00A2071300	陽極分岐盤1	1			20250926	M-0337463-30	 	 
P100	ZPS2	CG1	40161609	1000	0014955434	出荷検査(大型)	C0962	NN	A00A2071300	陽極分岐盤1	1			20250926	M-0337463-30	 	 
P100	ZPS2	CG1	40161609	1010	0014955430	組立大型手直(自責)	CZ010	NN	A00A2071300	陽極分岐盤1	1			20250926	M-0337463-30	 	 
P100	ZPS2	CG1	40161609	1020	0014955431	組立大型手直(他責)	CZ020	NN	A00A2071300	陽極分岐盤1	1			20250926	M-0337463-30	 	 
P100	ZPS2	CG1	40161609	1030	0014955432	検査大型手直し(自責)	C0971	NN	A00A2071300	陽極分岐盤1	1			20250926	M-0337463-30	 	 
P100	ZPS2	CG1	40161609	1040	0014955433	検査大型手直し(他責)	C0981	NN	A00A2071300	陽極分岐盤1	1			20250926	M-0337463-30	 	 
P100	ZPS2	CG1	40161612	0010	0014955455	メイン部品払出	CW010	NN	A00A2071600	RCC-ED9	1	1		20250926	M-0337463-60	 	 
P100	ZPS2	CG1	40161612	0020	0014955456	部品仕分け	C0931	NN	A00A2071600	RCC-ED9	1			20250926	M-0337463-60	 	 
P100	ZPS2	CG1	40161612	0030	0014955457	外注加工	C0911	MNG	A00A2071600	RCC-ED9	1			20250926	M-0337463-60	 	 
P100	ZPS2	CG1	40161612	0040	0014955458	製品検査	C0951	NN	A00A2071600	RCC-ED9	1			20250926	M-0337463-60	 	 
P100	ZPS2	CG1	40161612	0050	0014955459	製品仕上げ	C0914	NN	A00A2071600	RCC-ED9	1			20250926	M-0337463-60	 	 
P100	ZPS2	CG1	40161612	1000	0014955464	出荷検査(大型)	C0962	NN	A00A2071600	RCC-ED9	1			20250926	M-0337463-60	 	 
P100	ZPS2	CG1	40161612	1010	0014955460	組立大型手直(自責)	CZ010	NN	A00A2071600	RCC-ED9	1			20250926	M-0337463-60	 	 
P100	ZPS2	CG1	40161612	1020	0014955461	組立大型手直(他責)	CZ020	NN	A00A2071600	RCC-ED9	1			20250926	M-0337463-60	 	 
P100	ZPS2	CG1	40161612	1030	0014955462	検査大型手直し(自責)	C0971	NN	A00A2071600	RCC-ED9	1			20250926	M-0337463-60	 	 
P100	ZPS2	CG1	40161612	1040	0014955463	検査大型手直し(他責)	C0981	NN	A00A2071600	RCC-ED9	1			20250926	M-0337463-60	 	 
P100	ZPS2	CF2	40161649	0010	0014956296	入庫	A0410	NN	E00A4759100	大型Ｂ２変圧１（ブスバー）	3	3		20250509	G-0331386-10-01-09-02	 	 
P100	ZPS2	CF2	40161649	1000	0014956295	ブスバー（加工）	A0410	NN	E00A4759100	大型Ｂ２変圧１（ブスバー）	3	3	20	20250509	G-0331386-10-01-09-02	 	 
P100	ZPS2	CF2	40161649	1010	0014956293	自部署手直し（ブスバー）	A0480	MNN	E00A4759100	大型Ｂ２変圧１（ブスバー）	3			20250509	G-0331386-10-01-09-02	 	 
P100	ZPS2	CF2	40161649	1020	0014956294	他部署手直し（ブスバー）	A0485	NN	E00A4759100	大型Ｂ２変圧１（ブスバー）	3			20250509	G-0331386-10-01-09-02	 	 
P100	ZPS2	CX9	40161653	0010	0014956376	メイン部品払出	CW010	NN	A00A2097000	PC-CM400DU12NFH-4P予備	1	1		20250711	G-0337569-10	 	 
P100	ZPS2	CX9	40161653	0020	0014956377	部品仕分け	C0931	NN	A00A2097000	PC-CM400DU12NFH-4P予備	1	1		20250711	G-0337569-10	 	 
P100	ZPS2	CX9	40161653	0030	0014956378	総合組立	C0911	MNN	A00A2097000	PC-CM400DU12NFH-4P予備	1	1		20250711	G-0337569-10	 	 
P100	ZPS2	CX9	40161653	0035	0015669193	ユニット組立		NG	A00A2097000	PC-CM400DU12NFH-4P予備	1			20250711	G-0337569-10	 	 
P100	ZPS2	CX9	40161653	0040	0014956379	製品検査	C0951	NN	A00A2097000	PC-CM400DU12NFH-4P予備	1	1	390	20250711	G-0337569-10	 	 
P100	ZPS2	CX9	40161653	0050	0014956380	製品仕上げ	C0914	NN	A00A2097000	PC-CM400DU12NFH-4P予備	1			20250711	G-0337569-10	 	 
P100	ZPS2	CX9	40161653	1000	0014956385	出荷検査(大型)	C0962	NN	A00A2097000	PC-CM400DU12NFH-4P予備	1	1		20250711	G-0337569-10	 	 
P100	ZPS2	CX9	40161653	1010	0014956381	組立大型手直(自責)	CZ010	NN	A00A2097000	PC-CM400DU12NFH-4P予備	1			20250711	G-0337569-10	 	 
P100	ZPS2	CX9	40161653	1020	0014956382	組立大型手直(他責)	CZ020	NN	A00A2097000	PC-CM400DU12NFH-4P予備	1			20250711	G-0337569-10	 	 
P100	ZPS2	CX9	40161653	1030	0014956383	検査大型手直し(自責)	C0971	NN	A00A2097000	PC-CM400DU12NFH-4P予備	1			20250711	G-0337569-10	 	 
P100	ZPS2	CX9	40161653	1040	0014956384	検査大型手直し(他責)	C0981	NN	A00A2097000	PC-CM400DU12NFH-4P予備	1		120	20250711	G-0337569-10	 	 
P100	ZPS2	CX9	40161654	0010	0014956386	メイン部品払出	CW010	NN	A00A2097100	PC-CM400DU12NFH-2P予備	1	1		20250711	G-0337569-20	 	 
P100	ZPS2	CX9	40161654	0020	0014956387	部品仕分け	C0931	NN	A00A2097100	PC-CM400DU12NFH-2P予備	1	1		20250711	G-0337569-20	 	 
P100	ZPS2	CX9	40161654	0030	0014956388	総合組立	C0911	MNN	A00A2097100	PC-CM400DU12NFH-2P予備	1	1	40	20250711	G-0337569-20	 	 
P100	ZPS2	CX9	40161654	0035	0015669194	ユニット組立		NG	A00A2097100	PC-CM400DU12NFH-2P予備	1			20250711	G-0337569-20	 	 
P100	ZPS2	CX9	40161654	0040	0014956389	製品検査	C0951	NN	A00A2097100	PC-CM400DU12NFH-2P予備	1	1	210	20250711	G-0337569-20	 	 
P100	ZPS2	CX9	40161654	0050	0014956390	製品仕上げ	C0914	NN	A00A2097100	PC-CM400DU12NFH-2P予備	1			20250711	G-0337569-20	 	 
P100	ZPS2	CX9	40161654	1000	0014956395	出荷検査(大型)	C0962	NN	A00A2097100	PC-CM400DU12NFH-2P予備	1	1		20250711	G-0337569-20	 	 
P100	ZPS2	CX9	40161654	1010	0014956391	組立大型手直(自責)	CZ010	NN	A00A2097100	PC-CM400DU12NFH-2P予備	1			20250711	G-0337569-20	 	 
P100	ZPS2	CX9	40161654	1020	0014956392	組立大型手直(他責)	CZ020	NN	A00A2097100	PC-CM400DU12NFH-2P予備	1			20250711	G-0337569-20	 	 
P100	ZPS2	CX9	40161654	1030	0014956393	検査大型手直し(自責)	C0971	NN	A00A2097100	PC-CM400DU12NFH-2P予備	1			20250711	G-0337569-20	 	 
P100	ZPS2	CX9	40161654	1040	0014956394	検査大型手直し(他責)	C0981	NN	A00A2097100	PC-CM400DU12NFH-2P予備	1			20250711	G-0337569-20	 	 
P100	ZPS2	CC0	40161697	0010	0014969490	ケース（板金）	A0310	NN	J00A6680100	ｹｰｽ金具構成表	1	1		20250610	G-0332765-10-01-02	 	 
P100	ZPS2	CC0	40161697	0015	0015613188	板金組立塗装　たつみ電機製作所		NG	J00A6680100	ｹｰｽ金具構成表	1	1		20250610	G-0332765-10-01-02	 	 
P100	ZPS2	CC0	40161697	0020	0014969491	ケース（NCT）	A0340	NN	J00A6680100	ｹｰｽ金具構成表	1	1		20250610	G-0332765-10-01-02	 	 
P100	ZPS2	CC0	40161697	0030	0014969492	ケース（枠・組立）	A0320	MNN	J00A6680100	ｹｰｽ金具構成表	1	1		20250610	G-0332765-10-01-02	 	 
P100	ZPS2	CC0	40161697	0035	0015285924	ﾁｬﾝﾈﾙﾍﾞｰｽ　加工のみ　カネコ		NG	J00A6680100	ｹｰｽ金具構成表	1	1		20250610	G-0332765-10-01-02	 	 
P100	ZPS2	CC0	40161697	0040	0014969493	ケース（洗浄乾燥）	A0341	NN	J00A6680100	ｹｰｽ金具構成表	1	1		20250610	G-0332765-10-01-02	 	 
P100	ZPS2	CC0	40161697	0050	0014969494	ケース（塗装）	A0330	NN	J00A6680100	ｹｰｽ金具構成表	1	1		20250610	G-0332765-10-01-02	 	 
P100	ZPS2	CC0	40161697	1000	0014969503	ケース（焼付乾燥）	A0342	NN	J00A6680100	ｹｰｽ金具構成表	1	1		20250610	G-0332765-10-01-02	 	 
P100	ZPS2	CC0	40161697	1010	0014969495	自部署手直し（ケース）	A0380	NN	J00A6680100	ｹｰｽ金具構成表	1			20250610	G-0332765-10-01-02	 	 
P100	ZPS2	CC0	40161697	1020	0014969496	他部署手直し（ケース）	A0385	NN	J00A6680100	ｹｰｽ金具構成表	1			20250610	G-0332765-10-01-02	 	 
P100	ZPS2	CC0	40161697	1030	0014969497	自部署手直し機械時間（ケース）NCT	A0390	NN	J00A6680100	ｹｰｽ金具構成表	1			20250610	G-0332765-10-01-02	 	 
P100	ZPS2	CC0	40161697	1040	0014969498	自部署手直し機械時間（ケース）洗浄乾燥	A0391	NN	J00A6680100	ｹｰｽ金具構成表	1			20250610	G-0332765-10-01-02	 	 
P100	ZPS2	CC0	40161697	1050	0014969499	自部署手直し機械時間（ケース）焼付乾燥	A0392	NN	J00A6680100	ｹｰｽ金具構成表	1			20250610	G-0332765-10-01-02	 	 
P100	ZPS2	CC0	40161697	1060	0014969500	他部署手直し機械時間（ケース）NCT	A0395	NN	J00A6680100	ｹｰｽ金具構成表	1			20250610	G-0332765-10-01-02	 	 
P100	ZPS2	CC0	40161697	1070	0014969501	他部署手直し機械時間（ケース）洗浄乾燥	A0396	NN	J00A6680100	ｹｰｽ金具構成表	1			20250610	G-0332765-10-01-02	 	 
P100	ZPS2	CC0	40161697	1080	0014969502	他部署手直し機械時間（ケース）焼付乾燥	A0397	NN	J00A6680100	ｹｰｽ金具構成表	1			20250610	G-0332765-10-01-02	 	 
P100	ZPS2	CC0	40161707	0010	0014969583	ケース（板金）	A0310	NN	J00A6680100	ｹｰｽ金具構成表	2	2		20250610	G-0332765-20-01-02	 	 
P100	ZPS2	CC0	40161707	0015	0015613189	板金組立塗装　たつみ電機製作所		NG	J00A6680100	ｹｰｽ金具構成表	2	2		20250610	G-0332765-20-01-02	 	 
P100	ZPS2	CC0	40161707	0020	0014969584	ケース（NCT）	A0340	NN	J00A6680100	ｹｰｽ金具構成表	2	2		20250610	G-0332765-20-01-02	 	 
P100	ZPS2	CC0	40161707	0030	0014969585	ケース（枠・組立）	A0320	MNN	J00A6680100	ｹｰｽ金具構成表	2	2		20250610	G-0332765-20-01-02	 	 
P100	ZPS2	CC0	40161707	0035	0015285925	ﾁｬﾝﾈﾙﾍﾞｰｽ　加工のみ　カネコ		NG	J00A6680100	ｹｰｽ金具構成表	2	2		20250610	G-0332765-20-01-02	 	 
P100	ZPS2	CC0	40161707	0040	0014969586	ケース（洗浄乾燥）	A0341	NN	J00A6680100	ｹｰｽ金具構成表	2	2		20250610	G-0332765-20-01-02	 	 
P100	ZPS2	CC0	40161707	0050	0014969587	ケース（塗装）	A0330	NN	J00A6680100	ｹｰｽ金具構成表	2	2		20250610	G-0332765-20-01-02	 	 
P100	ZPS2	CC0	40161707	1000	0014969596	ケース（焼付乾燥）	A0342	NN	J00A6680100	ｹｰｽ金具構成表	2	2		20250610	G-0332765-20-01-02	 	 
P100	ZPS2	CC0	40161707	1010	0014969588	自部署手直し（ケース）	A0380	NN	J00A6680100	ｹｰｽ金具構成表	2			20250610	G-0332765-20-01-02	 	 
P100	ZPS2	CC0	40161707	1020	0014969589	他部署手直し（ケース）	A0385	NN	J00A6680100	ｹｰｽ金具構成表	2			20250610	G-0332765-20-01-02	 	 
P100	ZPS2	CC0	40161707	1030	0014969590	自部署手直し機械時間（ケース）NCT	A0390	NN	J00A6680100	ｹｰｽ金具構成表	2			20250610	G-0332765-20-01-02	 	 
P100	ZPS2	CC0	40161707	1040	0014969591	自部署手直し機械時間（ケース）洗浄乾燥	A0391	NN	J00A6680100	ｹｰｽ金具構成表	2			20250610	G-0332765-20-01-02	 	 
P100	ZPS2	CC0	40161707	1050	0014969592	自部署手直し機械時間（ケース）焼付乾燥	A0392	NN	J00A6680100	ｹｰｽ金具構成表	2			20250610	G-0332765-20-01-02	 	 
P100	ZPS2	CC0	40161707	1060	0014969593	他部署手直し機械時間（ケース）NCT	A0395	NN	J00A6680100	ｹｰｽ金具構成表	2			20250610	G-0332765-20-01-02	 	 
P100	ZPS2	CC0	40161707	1070	0014969594	他部署手直し機械時間（ケース）洗浄乾燥	A0396	NN	J00A6680100	ｹｰｽ金具構成表	2			20250610	G-0332765-20-01-02	 	 
P100	ZPS2	CC0	40161707	1080	0014969595	他部署手直し機械時間（ケース）焼付乾燥	A0397	NN	J00A6680100	ｹｰｽ金具構成表	2			20250610	G-0332765-20-01-02	 	 
P100	ZPS2	CC0	40161716	0010	0014969661	ケース（板金）	A0310	NN	J00A6680101	ｹｰｽ金具構成表	1	1		20250610	G-0332765-30-01-02	 	 
P100	ZPS2	CC0	40161716	0015	0015613190	板金塗装　たつみ電機製作所		NG	J00A6680101	ｹｰｽ金具構成表	1	1		20250610	G-0332765-30-01-02	 	 
P100	ZPS2	CC0	40161716	0020	0014969662	ケース（NCT）	A0340	NN	J00A6680101	ｹｰｽ金具構成表	1	1		20250610	G-0332765-30-01-02	 	 
P100	ZPS2	CC0	40161716	0030	0014969663	ケース（枠・組立）	A0320	MNN	J00A6680101	ｹｰｽ金具構成表	1	1		20250610	G-0332765-30-01-02	 	 
P100	ZPS2	CC0	40161716	0035	0015285935	ﾁｬﾝﾈﾙﾍﾞｰｽ　加工のみ　カネコ		NG	J00A6680101	ｹｰｽ金具構成表	1	1		20250610	G-0332765-30-01-02	 	 
P100	ZPS2	CC0	40161716	0040	0014969664	ケース（洗浄乾燥）	A0341	NN	J00A6680101	ｹｰｽ金具構成表	1	1		20250610	G-0332765-30-01-02	 	 
P100	ZPS2	CC0	40161716	0050	0014969665	ケース（塗装）	A0330	NN	J00A6680101	ｹｰｽ金具構成表	1	1		20250610	G-0332765-30-01-02	 	 
P100	ZPS2	CC0	40161716	1000	0014969674	ケース（焼付乾燥）	A0342	NN	J00A6680101	ｹｰｽ金具構成表	1	1		20250610	G-0332765-30-01-02	 	 
P100	ZPS2	CC0	40161716	1010	0014969666	自部署手直し（ケース）	A0380	NN	J00A6680101	ｹｰｽ金具構成表	1			20250610	G-0332765-30-01-02	 	 
P100	ZPS2	CC0	40161716	1020	0014969667	他部署手直し（ケース）	A0385	NN	J00A6680101	ｹｰｽ金具構成表	1			20250610	G-0332765-30-01-02	 	 
P100	ZPS2	CC0	40161716	1030	0014969668	自部署手直し機械時間（ケース）NCT	A0390	NN	J00A6680101	ｹｰｽ金具構成表	1			20250610	G-0332765-30-01-02	 	 
P100	ZPS2	CC0	40161716	1040	0014969669	自部署手直し機械時間（ケース）洗浄乾燥	A0391	NN	J00A6680101	ｹｰｽ金具構成表	1			20250610	G-0332765-30-01-02	 	 
P100	ZPS2	CC0	40161716	1050	0014969670	自部署手直し機械時間（ケース）焼付乾燥	A0392	NN	J00A6680101	ｹｰｽ金具構成表	1			20250610	G-0332765-30-01-02	 	 
P100	ZPS2	CC0	40161716	1060	0014969671	他部署手直し機械時間（ケース）NCT	A0395	NN	J00A6680101	ｹｰｽ金具構成表	1			20250610	G-0332765-30-01-02	 	 
P100	ZPS2	CC0	40161716	1070	0014969672	他部署手直し機械時間（ケース）洗浄乾燥	A0396	NN	J00A6680101	ｹｰｽ金具構成表	1			20250610	G-0332765-30-01-02	 	 
P100	ZPS2	CC0	40161716	1080	0014969673	他部署手直し機械時間（ケース）焼付乾燥	A0397	NN	J00A6680101	ｹｰｽ金具構成表	1			20250610	G-0332765-30-01-02	 	 
P100	ZPS2	CC0	40161725	0010	0014969746	ケース（板金）	A0310	NN	J00A6680101	ｹｰｽ金具構成表	2	2		20250610	G-0332765-40-01-02	 	 
P100	ZPS2	CC0	40161725	0015	0015613191	板金組立塗装　たつみ電機製作所		NG	J00A6680101	ｹｰｽ金具構成表	2	2		20250610	G-0332765-40-01-02	 	 
P100	ZPS2	CC0	40161725	0020	0014969747	ケース（NCT）	A0340	NN	J00A6680101	ｹｰｽ金具構成表	2	2		20250610	G-0332765-40-01-02	 	 
P100	ZPS2	CC0	40161725	0030	0014969748	ケース（枠・組立）	A0320	MNN	J00A6680101	ｹｰｽ金具構成表	2	2		20250610	G-0332765-40-01-02	 	 
P100	ZPS2	CC0	40161725	0035	0015285936	ﾁｬﾝﾈﾙﾍﾞｰｽ　加工のみ　カネコ		NG	J00A6680101	ｹｰｽ金具構成表	2	2		20250610	G-0332765-40-01-02	 	 
P100	ZPS2	CC0	40161725	0040	0014969749	ケース（洗浄乾燥）	A0341	NN	J00A6680101	ｹｰｽ金具構成表	2	2		20250610	G-0332765-40-01-02	 	 
P100	ZPS2	CC0	40161725	0050	0014969750	ケース（塗装）	A0330	NN	J00A6680101	ｹｰｽ金具構成表	2	2		20250610	G-0332765-40-01-02	 	 
P100	ZPS2	CC0	40161725	1000	0014969759	ケース（焼付乾燥）	A0342	NN	J00A6680101	ｹｰｽ金具構成表	2	2		20250610	G-0332765-40-01-02	 	 
P100	ZPS2	CC0	40161725	1010	0014969751	自部署手直し（ケース）	A0380	NN	J00A6680101	ｹｰｽ金具構成表	2			20250610	G-0332765-40-01-02	 	 
P100	ZPS2	CC0	40161725	1020	0014969752	他部署手直し（ケース）	A0385	NN	J00A6680101	ｹｰｽ金具構成表	2			20250610	G-0332765-40-01-02	 	 
P100	ZPS2	CC0	40161725	1030	0014969753	自部署手直し機械時間（ケース）NCT	A0390	NN	J00A6680101	ｹｰｽ金具構成表	2			20250610	G-0332765-40-01-02	 	 
P100	ZPS2	CC0	40161725	1040	0014969754	自部署手直し機械時間（ケース）洗浄乾燥	A0391	NN	J00A6680101	ｹｰｽ金具構成表	2			20250610	G-0332765-40-01-02	 	 
P100	ZPS2	CC0	40161725	1050	0014969755	自部署手直し機械時間（ケース）焼付乾燥	A0392	NN	J00A6680101	ｹｰｽ金具構成表	2			20250610	G-0332765-40-01-02	 	 
P100	ZPS2	CC0	40161725	1060	0014969756	他部署手直し機械時間（ケース）NCT	A0395	NN	J00A6680101	ｹｰｽ金具構成表	2			20250610	G-0332765-40-01-02	 	 
P100	ZPS2	CC0	40161725	1070	0014969757	他部署手直し機械時間（ケース）洗浄乾燥	A0396	NN	J00A6680101	ｹｰｽ金具構成表	2			20250610	G-0332765-40-01-02	 	 
P100	ZPS2	CC0	40161725	1080	0014969758	他部署手直し機械時間（ケース）焼付乾燥	A0397	NN	J00A6680101	ｹｰｽ金具構成表	2			20250610	G-0332765-40-01-02	 	 
P100	ZPS2	B10	40161812	0010	0014973736	メイン部品払出	CW010	NN	A00A2038400	FC-6K-20-S3-03 G1J-OMT3	4	4		20250718	I-0337846-20	 	 
P100	ZPS2	B10	40161812	0020	0014973737	部品仕分け	C0931	NN	A00A2038400	FC-6K-20-S3-03 G1J-OMT3	4	4		20250718	I-0337846-20	 	 
P100	ZPS2	B10	40161812	0030	0014973738	総合組立	C0913	MNN	A00A2038400	FC-6K-20-S3-03 G1J-OMT3	4	4	1090	20250718	I-0337846-20	 	 
P100	ZPS2	B10	40161812	0040	0014973739	製品検査	C0952	NN	A00A2038400	FC-6K-20-S3-03 G1J-OMT3	4	4	2400	20250718	I-0337846-20	 	 
P100	ZPS2	B10	40161812	0050	0014973740	製品仕上げ	C0914	NN	A00A2038400	FC-6K-20-S3-03 G1J-OMT3	4			20250718	I-0337846-20	 	 
P100	ZPS2	B10	40161812	1000	0014973741	出荷検査	C0960	NN	A00A2038400	FC-6K-20-S3-03 G1J-OMT3	4	4	40	20250718	I-0337846-20	 	 
P100	ZPS2	B10	40161812	1010	0014973742	組立大型手直(自責)	CZ010	NN	A00A2038400	FC-6K-20-S3-03 G1J-OMT3	4			20250718	I-0337846-20	 	 
P100	ZPS2	B10	40161812	1020	0014973743	組立大型手直(他責)	CZ020	NN	A00A2038400	FC-6K-20-S3-03 G1J-OMT3	4		60	20250718	I-0337846-20	 	 
P100	ZPS2	B10	40161812	1030	0014973744	検査手直し(自責)	C0970	NN	A00A2038400	FC-6K-20-S3-03 G1J-OMT3	4			20250718	I-0337846-20	 	 
P100	ZPS2	B10	40161812	1040	0014973745	検査手直し(他責)	C0980	NN	A00A2038400	FC-6K-20-S3-03 G1J-OMT3	4			20250718	I-0337846-20	 	 
P100	ZPS2	CP0	40161917	0010	0015008985	メイン部品払出	CW010	NN	A00A2101200	MRS-40/12060ACY2T(RC=10M)	1	1		20250909	M-0338167-10	 	 
P100	ZPS2	CP0	40161917	0020	0015008986	部品仕分け	C0931	NN	A00A2101200	MRS-40/12060ACY2T(RC=10M)	1			20250909	M-0338167-10	 	 
P100	ZPS2	CP0	40161917	0030	0015008987	総合組立	C0911	MNN	A00A2101200	MRS-40/12060ACY2T(RC=10M)	1			20250909	M-0338167-10	 	 
P100	ZPS2	CP0	40161917	0040	0015008988	製品検査	C0951	NN	A00A2101200	MRS-40/12060ACY2T(RC=10M)	1			20250909	M-0338167-10	 	 
P100	ZPS2	CP0	40161917	0050	0015008989	製品仕上げ	C0914	NN	A00A2101200	MRS-40/12060ACY2T(RC=10M)	1			20250909	M-0338167-10	 	 
P100	ZPS2	CP0	40161917	1000	0015008994	出荷検査(大型)	C0962	NN	A00A2101200	MRS-40/12060ACY2T(RC=10M)	1			20250909	M-0338167-10	 	 
P100	ZPS2	CP0	40161917	1010	0015008990	組立大型手直(自責)	CZ010	NN	A00A2101200	MRS-40/12060ACY2T(RC=10M)	1			20250909	M-0338167-10	 	 
P100	ZPS2	CP0	40161917	1020	0015008991	組立大型手直(他責)	CZ020	NN	A00A2101200	MRS-40/12060ACY2T(RC=10M)	1			20250909	M-0338167-10	 	 
P100	ZPS2	CP0	40161917	1030	0015008992	検査大型手直し(自責)	C0971	NN	A00A2101200	MRS-40/12060ACY2T(RC=10M)	1			20250909	M-0338167-10	 	 
P100	ZPS2	CP0	40161917	1040	0015008993	検査大型手直し(他責)	C0981	NN	A00A2101200	MRS-40/12060ACY2T(RC=10M)	1			20250909	M-0338167-10	 	 
P100	ZPS2	B55	40161946	0010	0015011313	メイン部品払出	CW010	NN	A00A1939100	HKD-25RE CABLE	7	7		20250725	M-0335889-40-01-01	 	 
P100	ZPS2	B55	40161946	0020	0015011314	部品仕分け	C0931	NN	A00A1939100	HKD-25RE CABLE	7	7		20250725	M-0335889-40-01-01	 	 
P100	ZPS2	B55	40161946	0030	0015011315	総合組立	C0921	MNN	A00A1939100	HKD-25RE CABLE	7	7	10	20250725	M-0335889-40-01-01	 	 
P100	ZPS2	B55	40161946	0035	0015700149	外注加工		NG	A00A1939100	HKD-25RE CABLE	7			20250725	M-0335889-40-01-01	 	 
P100	ZPS2	B55	40161946	1000	0015011320	製品検査	C0953	NN	A00A1939100	HKD-25RE CABLE	7	7	70	20250725	M-0335889-40-01-01	 	 
P100	ZPS2	B55	40161946	1010	0015011316	組立小型手直(自責)	CZ030	NN	A00A1939100	HKD-25RE CABLE	7			20250725	M-0335889-40-01-01	 	 
P100	ZPS2	B55	40161946	1020	0015011317	組立小型手直(他責)	CZ040	NN	A00A1939100	HKD-25RE CABLE	7			20250725	M-0335889-40-01-01	 	 
P100	ZPS2	B55	40161946	1030	0015011318	検査手直し(自責)	C0970	NN	A00A1939100	HKD-25RE CABLE	7			20250725	M-0335889-40-01-01	 	 
P100	ZPS2	B55	40161946	1040	0015011319	検査手直し(他責)	C0980	NN	A00A1939100	HKD-25RE CABLE	7			20250725	M-0335889-40-01-01	 	 
P100	ZPS2	CB0	40161968	0010	0015012670	大型変圧（出庫）	A0005	NN	F00A0893000	3/6ｿ 144.3KVA 400/23.5V	4	4		20250625	G-0329746-10-01-01	 	 
P100	ZPS2	CB0	40161968	0020	0015012671	大型変圧（前段取り）	A0006	NN	F00A0893000	3/6ｿ 144.3KVA 400/23.5V	4	4	210	20250625	G-0329746-10-01-01	 	 
P100	ZPS2	CB0	40161968	0021	0015524704	水冷巻線	Y0010	NG	F00A0893000	3/6ｿ 144.3KVA 400/23.5V	4			20250625	G-0329746-10-01-01	 	 
P100	ZPS2	CB0	40161968	0030	0015012672	大型変圧（巻線）	A0010	NN	F00A0893000	3/6ｿ 144.3KVA 400/23.5V	4	4		20250625	G-0329746-10-01-01	 	 
P100	ZPS2	CB0	40161968	0040	0015012673	大型変圧（コア組）	A0020	NN	F00A0893000	3/6ｿ 144.3KVA 400/23.5V	4	4	450	20250625	G-0329746-10-01-01	 	 
P100	ZPS2	CB0	40161968	0050	0015012674	大型変圧（乾燥炉）	A0040	NN	F00A0893000	3/6ｿ 144.3KVA 400/23.5V	4	4		20250625	G-0329746-10-01-01	 	 
P100	ZPS2	CB0	40161968	1000	0015012675	大型変圧（組立・仕上・検査）	A0030	MNN	F00A0893000	3/6ｿ 144.3KVA 400/23.5V	4	4	6290	20250625	G-0329746-10-01-01	 	 
P100	ZPS2	CB0	40161968	1010	0015012666	自部署手直し（大型変圧）	A0080	NN	F00A0893000	3/6ｿ 144.3KVA 400/23.5V	4			20250625	G-0329746-10-01-01	 	 
P100	ZPS2	CB0	40161968	1020	0015012667	他部署手直し（大型変圧）	A0085	NN	F00A0893000	3/6ｿ 144.3KVA 400/23.5V	4			20250625	G-0329746-10-01-01	 	 
P100	ZPS2	CB0	40161968	1030	0015012668	自部署手直し機械時間（大型変圧）	A0090	NN	F00A0893000	3/6ｿ 144.3KVA 400/23.5V	4			20250625	G-0329746-10-01-01	 	 
P100	ZPS2	CB0	40161968	1040	0015012669	他部署手直し機械時間（大型変圧）	A0095	NN	F00A0893000	3/6ｿ 144.3KVA 400/23.5V	4			20250625	G-0329746-10-01-01	 	 
P100	ZPS2	CC0	40161971	0010	0015012698	ケース（板金）	A0310	NN	J00A6872000	ｹｰｽ構成表	4	4	1081	20250625	G-0329746-10-01-02	 	 
P100	ZPS2	CC0	40161971	0020	0015012699	ケース（NCT）	A0340	NN	J00A6872000	ｹｰｽ構成表	4	4	129	20250625	G-0329746-10-01-02	 	 
P100	ZPS2	CC0	40161971	0030	0015012700	ケース（枠・組立）	A0320	MNN	J00A6872000	ｹｰｽ構成表	4	4	3050	20250625	G-0329746-10-01-02	 	 
P100	ZPS2	CC0	40161971	0035	0015450369	ﾁｬﾝﾈﾙﾍﾞｰｽ　加工のみ　カネコ		NG	J00A6872000	ｹｰｽ構成表	4	4		20250625	G-0329746-10-01-02	 	 
